web_scraper_order,web_scraper_start_url,category,category_href,category_name,category_description,category_emoji_item,category_emoji_item_href,emoji,emoji_name,emoji_description
"1573512422-1381","https://emojipedia.org/","🐻 Animals & Nature","https://emojipedia.org/nature/","Animals & Nature","Emojis for animals, nature, and weather.","🐢 Turtle","https://emojipedia.org/turtle/","🐢","Turtle","A turtle, a slow-moving reptile with a shell. Depicted as a light-green turtle in full profile on all fours facing left, with a long neck and green, textured shell.
May be used to represent a tortoise and various senses of slow.
WhatsApp’s turtle has light-brown skin, Microsoft and Facebook’s a yellow-rimmed shell.

Turtle was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573493154-572","https://emojipedia.org/","🔣 Symbols","https://emojipedia.org/symbols/","Symbols","Heart emojis, clocks, arrows, signs and shapes.","5️⃣ Keycap Digit Five","https://emojipedia.org/keycap-digit-five/","5️⃣","⃣ Keycap Digit Five","The Keycap Digit Five emoji is a sequence of the 5 Digit Five and ⃣ Combining Enclosing Keycap emojis.
These display as a single emoji on supported platforms.

Keycap Digit Five was approved as part of Unicode 3.0 in 1999
and added to Emoji 3.0 in 2016."
"1573488771-440","https://emojipedia.org/","🎌 Flags","https://emojipedia.org/flags/","Flags","List of country flag emojis. 🇯🇵 🇰🇷 🇩🇪 🇨🇳 🇺🇸 🇫🇷 🇪🇸 🇮🇹 🇷🇺 🇬🇧 Emoji flags are supported on all major platforms except Windows, which displays two-letter country codes instead of emoji flag images.","🇬🇬 Flag: Guernsey","https://emojipedia.org/flag-for-guernsey/","🇬🇬","🇬 Flag: Guernsey","The flag for Guernsey, which may show as the letters GG on some platforms.
The Flag: Guernsey emoji is a sequence of the 🇬 Regional Indicator Symbol Letter G and 🇬 Regional Indicator Symbol Letter G emojis.
These display as a single emoji on supported platforms.

Flag: Guernsey was added to Emoji 1.0 in 2015."
"1573497071-715","https://emojipedia.org/","🔣 Symbols","https://emojipedia.org/symbols/","Symbols","Heart emojis, clocks, arrows, signs and shapes.","🕗 Eight O’Clock","https://emojipedia.org/clock-face-eight-oclock/","🕗","Eight O’Clock","Eight O’Clock was approved as part of Unicode 6.0 in 2010
under the name “Clock Face Eight O’Clock”
and added to Emoji 1.0 in 2015."
"1573497773-752","https://emojipedia.org/","🔣 Symbols","https://emojipedia.org/symbols/","Symbols","Heart emojis, clocks, arrows, signs and shapes.","💕 Two Hearts","https://emojipedia.org/two-hearts/","💕","Two Hearts","Two pink love hearts. One larger than the other. Can be used to display that “love is in the air”.
On Snapchat, this emoji next to a contact denotes that you have been #1 BFs with each other for two consecutive months. A bug in October 2019 has a yellow heart emoji showing instead of 💕 for some Snapchat users.

Two Hearts was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573485202-293","https://emojipedia.org/","🎌 Flags","https://emojipedia.org/flags/","Flags","List of country flag emojis. 🇯🇵 🇰🇷 🇩🇪 🇨🇳 🇺🇸 🇫🇷 🇪🇸 🇮🇹 🇷🇺 🇬🇧 Emoji flags are supported on all major platforms except Windows, which displays two-letter country codes instead of emoji flag images.","🇹🇻 Flag: Tuvalu","https://emojipedia.org/flag-for-tuvalu/","🇹🇻","🇻 Flag: Tuvalu","The flag for Tuvalu, which may show as the letters TV on some platforms.
The Flag: Tuvalu emoji is a sequence of the 🇹 Regional Indicator Symbol Letter T and 🇻 Regional Indicator Symbol Letter V emojis.
These display as a single emoji on supported platforms.

Flag: Tuvalu was added to Emoji 1.0 in 2015."
"1573498226-783","https://emojipedia.org/","💡 Objects","https://emojipedia.org/objects/","Objects","Emojis for household items, celebrations, stationery and miscellaneous objects.","🧫 Petri Dish","https://emojipedia.org/petri-dish/","🧫","Petri Dish","A petri dish, as used to culture microbes. Depicted as a clear, shallow cylinder with a red, blue, or green growth medium, such as agar, with splotches of variously colored cells, like bacteria.
May be used for various content concerning biology and science more generally. May also be used to represent germs and other microorganisms.
Google’s design features a dropper, Samsung’s a lid.

Petri Dish was approved as part of Unicode 11.0 in 2018
and added to Emoji 11.0 in 2018."
"1573506072-1120","https://emojipedia.org/","⚽ Activity","https://emojipedia.org/activity/","Activity","Emojis for sports, music, the arts, hobbies and other activities.","🏅 Sports Medal","https://emojipedia.org/sports-medal/","🏅","Sports Medal","A gold medal, given to a person who has won a sporting event, such as a race. Not to be confused with the military medal emoji.

Sports Medal was approved as part of Unicode 7.0 in 2014
and added to Emoji 1.0 in 2015."
"1573515424-1585","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","🤰 Pregnant Woman","https://emojipedia.org/pregnant-woman/","🤰","Pregnant Woman","A pregnant woman, intended to complete the family emoji set. Sometimes used in jest to represent feeling full after over-eating; aka ""food baby"".

Pregnant Woman was approved as part of Unicode 9.0 in 2016
and added to Emoji 3.0 in 2016."
"1573517211-1719","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","👉 Backhand Index Pointing Right","https://emojipedia.org/white-right-pointing-backhand-index/","👉","Backhand Index Pointing Right","Index finger pointing to the right.

Backhand Index Pointing Right was approved as part of Unicode 6.0 in 2010
under the name “White Right Pointing Backhand Index”
and added to Emoji 1.0 in 2015."
"1573511987-1333","https://emojipedia.org/","🐻 Animals & Nature","https://emojipedia.org/nature/","Animals & Nature","Emojis for animals, nature, and weather.","🍃 Leaf Fluttering in Wind","https://emojipedia.org/leaf-fluttering-in-wind/","🍃","Leaf Fluttering in Wind","Leaves, as fluttering in a spring or summer breeze. Depicted as one or two green, almond-shaped leaves, with gray or blue motion lines, as if swirling in the air or as the wind blowing through the trees.
May be used to represent the season of fall/autumn, trees, and nature more generally.
Not to be confused with 🍂 Fallen Leaf, though their applications may overlap.

Leaf Fluttering in Wind was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573516891-1650","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","🙋 Person Raising Hand","https://emojipedia.org/happy-person-raising-one-hand/","🙋","Person Raising Hand","A person with its hand in the air, as if it wants to ask or answer a question.
Generally displayed as a woman, but is not defined as one particular gender. Previously showed a blob-like gender-inclusive character in the Google artwork.

Person Raising Hand was approved as part of Unicode 6.0 in 2010
under the name “Happy Person Raising One Hand”
and added to Emoji 1.0 in 2015."
"1573498577-819","https://emojipedia.org/","💡 Objects","https://emojipedia.org/objects/","Objects","Emojis for household items, celebrations, stationery and miscellaneous objects.","📋 Clipboard","https://emojipedia.org/clipboard/","📋","Clipboard","A white piece of paper secured by a silver clip on a brown clipboard, as used as a writing surface when standing. Commonly used for content concerning various types of documents and writing, especially in sports.
Many platforms indicate text with dark lines. WhatsApp’s design shows lined paper. Facebook’s features the easter egg of a table with first names and numbers, perhaps as birthdates:
Matt 3/28

Louie 4/30

Alexa 6/17

Brian 8/06
Apple’s design also features an easter egg, addressed Dear Katie and signed Take care from John Appleseed with the text of its 1997–2002 Crazy Ones/Think Different ad campaign:
Here’s to the crazy ones. The misfits. The rebels. The troublemakers. The round pegs in the square holes. The ones who see things differently. They’re not fond of rules. You can quote them, disagree with them, glorify or vilify them. About the only thing you can’t do is ignore them. Because they change things. They push the human race forward. And while some may see them as the crazy ones, we see genius. Because the ones who are crazy enough to think that they can change the world, are the ones who do.

Clipboard was approved as part of Unicode 6.0 in 2010
and added to Emoji 1.0 in 2015."
"1573513194-1504","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","👨‍👧‍👧 Family: Man, Girl, Girl","https://emojipedia.org/family-man-girl-girl/","👨‍👧‍👧","‍👧‍👧 Family: Man, Girl, Girl","The Family: Man, Girl, Girl emoji is a sequence of the 👨 Man, 👧 Girl and 👧 Girl emojis.
These are combined using a zero width joiner between each character and display as a single emoji on supported platforms.

Family: Man, Girl, Girl was added to Emoji 4.0 in 2016."
"1573506318-1129","https://emojipedia.org/","⚽ Activity","https://emojipedia.org/activity/","Activity","Emojis for sports, music, the arts, hobbies and other activities.","🧘‍♂️ Man in Lotus Position","https://emojipedia.org/man-in-lotus-position/","🧘‍♂️","‍♂️ Man in Lotus Position","The Man in Lotus Position emoji is a sequence of the 🧘 Person in Lotus Position and ♂ Male Sign emojis.
These are combined using a zero width joiner between each character and display as a single emoji on supported platforms.

Man in Lotus Position was added to Emoji 5.0 in 2017."
"1573510764-1289","https://emojipedia.org/","🐻 Animals & Nature","https://emojipedia.org/nature/","Animals & Nature","Emojis for animals, nature, and weather.","⛄ Snowman Without Snow","https://emojipedia.org/snowman-without-snow/","⛄","Snowman Without Snow","A classic snowman, as Frosty the Snowman. Depicted as a snowman, facing forward, made from two or three large snowballs and stick arms, dressed with a top hat, a carrot nose, coal eyes, and two or three buttons on its torso. Sometimes shown with a smile and a red scarf.
Often used for various content concerning winter fun and Christmastime.
Vendors implement the same figure for their ☃️ Snowman, but which has snowflakes falling on it.
Google’s snowman is wearing green gloves, though its snowman previously lacked any attire. Samsung's previously lacked a hat.

Snowman Without Snow was approved as part of Unicode 5.2 in 2009
and added to Emoji 1.0 in 2015."
"1573513727-1523","https://emojipedia.org/","😃 Smileys & People","https://emojipedia.org/people/","Smileys & People","Emojis for smileys, people, families, hand gestures, clothing and accessories.","👨‍👩‍👦 Family: Man, Woman, Boy","https://emojipedia.org/family-man-woman-boy/","👨‍👩‍👦","‍👩‍👦 Family: Man, Woman, Boy","The Family: Man, Woman, Boy emoji is a sequence of the 👨 Man, 👩 Woman and 👦 Boy emojis.
These are combined using a zero width joiner between each character and display as a single emoji on supported platforms.

Family: Man, Woman, Boy was added to Emoji 2.0 in 2015."
"1573488949-471","https://emojipedia.org/","🎌 Flags","https://emojipedia.org/flags/","Flags","List of country flag emojis. 🇯🇵 🇰🇷 🇩🇪 🇨🇳 🇺🇸 🇫🇷 🇪🇸 🇮🇹 🇷🇺 🇬🇧 Emoji flags are supported on all major platforms except Windows, which displays two-letter country codes instead of emoji flag images.","🇨🇼 Flag: Curaçao","https://emojipedia.org/flag-for-curacao/","🇨🇼","🇼 Flag: Curaçao","The flag for Curaçao, which may show as the letters CW on some platforms.
The Flag: Curaçao emoji is a sequence of the 🇨 Regional Indicator Symbol Letter C and 🇼 Regional Indicator Symbol Letter W emojis.
These display as a single emoji on supported platforms.

Flag: Curaçao was added to Emoji 1.0 in 2015."
